Dataset Name,Algorithm Name,Cross Validation [1-10],Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
beans,lookAhead,1,"{'optimizer': 'adam', 'slow_step_size': 0.8943689254268073}",73.4375,0.9375,0.953125,0.761904776,0.881271362,0.800948083,6.985584974,0.130224943
beans,lookAhead,2,"{'optimizer': 'adam', 'slow_step_size': 0.8773615653283267}",78.90625,0.96875,0.95703125,0.828828812,0.910736084,0.840084553,4.761841536,0.122663975
beans,lookAhead,3,"{'optimizer': 'adam', 'slow_step_size': 0.7798036820693702}",75.78125,0.953125,0.9453125,0.798076928,0.886413574,0.801830471,4.725946665,0.136173964
beans,lookAhead,4,"{'optimizer': 'adam', 'slow_step_size': 0.8961004124811479}",75,0.984375,0.97265625,0.773109257,0.917114258,0.856548488,6.985475063,0.122092962
beans,lookAhead,5,"{'optimizer': 'adam', 'slow_step_size': 0.8154708602463007}",67.1875,0.953125,0.93359375,0.720720708,0.848907471,0.744405866,5.083791971,0.135984898
beans,lookAhead,6,"{'optimizer': 'adam', 'slow_step_size': 0.8910930430524853}",75,0.96875,0.9609375,0.781818211,0.899291992,0.831349134,5.221288443,0.124323368
beans,lookAhead,7,"{'optimizer': 'adam', 'slow_step_size': 0.8537097737076094}",76.5625,0.9609375,0.953125,0.800000012,0.910308838,0.846257567,6.988767385,0.132005692
beans,lookAhead,8,"{'optimizer': 'adam', 'slow_step_size': 0.8436607091117728}",73.4375,0.9609375,0.95703125,0.779661,0.901626587,0.824694812,5.064804316,0.131964445
beans,lookAhead,9,"{'optimizer': 'adam', 'slow_step_size': 0.8596105920865804}",75.78125,0.953125,0.94140625,0.796460152,0.897064209,0.818457246,7.68470192,0.124305248
beans,lookAhead,10,"{'optimizer': 'adam', 'slow_step_size': 0.7464109909971768}",73.4375,0.96875,0.953125,0.765217364,0.898696899,0.829979956,7.01449132,0.124469757
beans,lookAhead_improved,1,"{'sync_period': 1, 'slow_step_size': 0.6147141863706906}",78.125,0.9375,0.9453125,0.798165143,0.89906311,0.820062637,7.391423464,0.127712011
beans,lookAhead_improved,2,"{'sync_period': 6, 'slow_step_size': 0.8659507483090861}",76.5625,0.984375,0.95703125,0.798245609,0.906356812,0.835978508,7.329770327,0.126543999
beans,lookAhead_improved,3,"{'sync_period': 3, 'slow_step_size': 0.5355496321617073}",74.21875,0.984375,0.9609375,0.767857134,0.896591187,0.820049047,7.341313839,0.123441219
beans,lookAhead_improved,4,"{'sync_period': 7, 'slow_step_size': 0.6671759986368309}",76.5625,0.9609375,0.95703125,0.813725471,0.891616821,0.81106925,5.631694794,0.109010696
beans,lookAhead_improved,5,"{'sync_period': 1, 'slow_step_size': 0.8891301672539729}",76.5625,0.9609375,0.953125,0.819819808,0.906066895,0.829975724,7.372793674,0.12468338
beans,lookAhead_improved,6,"{'sync_period': 2, 'slow_step_size': 0.6696812689394136}",76.5625,0.9609375,0.94921875,0.792452812,0.889007568,0.795328796,7.346418142,0.123249054
beans,lookAhead_improved,7,"{'sync_period': 2, 'slow_step_size': 0.6031384429007841}",75.78125,0.953125,0.9609375,0.800000012,0.899963379,0.826347411,5.565765142,0.124387264
beans,lookAhead_improved,8,"{'sync_period': 1, 'slow_step_size': 0.7840554871022222}",76.5625,0.96875,0.953125,0.792792797,0.905639648,0.828370273,5.532316446,0.123541594
beans,lookAhead_improved,9,"{'sync_period': 2, 'slow_step_size': 0.5584893148119493}",77.34375,0.96875,0.953125,0.796296299,0.898117065,0.815682232,7.296739578,0.12724328
beans,lookAhead_improved,10,"{'sync_period': 3, 'slow_step_size': 0.7965371030871529}",76.5625,0.9609375,0.95703125,0.778761089,0.906936646,0.832860947,7.303279161,0.125106573
beans,baseline_model,1,"{'lr': 0.0033015671701387447, 'epsilon': 8.597251344119989e-06}",79.6875,0.9765625,0.97265625,0.815789461,0.92048645,0.860486507,4.163213015,0.121309996
beans,baseline_model,2,"{'lr': 0.0028855932677509456, 'epsilon': 1.0821002446678186e-06}",77.34375,0.9765625,0.9765625,0.810810804,0.921142578,0.85033083,6.403896332,0.102731943
beans,baseline_model,3,"{'lr': 0.003237572926251897, 'epsilon': 6.134329437002076e-06}",76.5625,0.9921875,0.98046875,0.79831934,0.925354004,0.871640325,6.386557579,0.121882915
beans,baseline_model,4,"{'lr': 0.001247612545938172, 'epsilon': 7.403764998030581e-07}",78.125,0.9765625,0.97265625,0.837837815,0.920272827,0.861981392,6.441757202,0.12840867
beans,baseline_model,5,"{'lr': 0.00336126273258028, 'epsilon': 4.050928070191474e-07}",77.34375,0.9921875,0.984375,0.808333337,0.933959961,0.885401607,4.229119778,0.122545958
beans,baseline_model,6,"{'lr': 0.009789461328301365, 'epsilon': 1.0210288986988306e-06}",52.34375,0.7265625,0.7890625,0.513157904,0.671707153,0.511042833,6.401937962,0.105012178
beans,baseline_model,7,"{'lr': 0.008937116736281128, 'epsilon': 1.252106048292138e-06}",68.75,0.9296875,0.9140625,0.738738716,0.852890015,0.745882034,6.395800829,0.103260756
beans,baseline_model,8,"{'lr': 0.0024156635102011497, 'epsilon': 3.0226205750529703e-07}",68.75,0.953125,0.9296875,0.696721315,0.867797852,0.761951208,4.838262558,0.126310349
beans,baseline_model,9,"{'lr': 0.0014387636273353094, 'epsilon': 1.779840726780998e-05}",76.5625,0.984375,0.97265625,0.803571403,0.918487549,0.856303334,6.441583872,0.124067068
beans,baseline_model,10,"{'lr': 0.0014685037721797645, 'epsilon': 4.239916185513337e-06}",77.34375,0.984375,0.9765625,0.810810804,0.92338562,0.864426851,4.249810457,0.104004622
cifar10,lookAhead,1,"{'optimizer': 'adam', 'slow_step_size': 0.8985993908937234}",35.40000021,0.921999991,0.878666639,0.535087705,0.822863936,0.361105651,4.299295902,0.106146574
cifar10,lookAhead,2,"{'optimizer': 'adam', 'slow_step_size': 0.8992088559627514}",40.59999883,0.907999992,0.915111125,0.562962949,0.830790401,0.402446747,6.9999125,0.103556395
cifar10,lookAhead,3,"{'optimizer': 'adam', 'slow_step_size': 0.8982992295631919}",40.0000006,0.925999999,0.906888902,0.5625,0.837209582,0.389079899,6.998780727,0.125946999
cifar10,lookAhead,4,"{'optimizer': 'adam', 'slow_step_size': 0.8886128711091199}",35.40000021,0.89200002,0.865999997,0.54838711,0.798126817,0.335832864,4.925821066,0.125074387
cifar10,lookAhead,5,"{'optimizer': 'adam', 'slow_step_size': 0.8880273780130792}",39.19999897,0.920000017,0.894888878,0.604651153,0.824312389,0.376594156,6.968310833,0.127112865
cifar10,lookAhead,6,"{'optimizer': 'adam', 'slow_step_size': 0.8976912808131129}",34.799999,0.920000017,0.879777789,0.497041434,0.812569618,0.333651245,4.90374279,0.110064745
cifar10,lookAhead,7,"{'optimizer': 'adam', 'slow_step_size': 0.7315814361870673}",38.19999993,0.906000018,0.889111102,0.552631557,0.820459604,0.368833333,6.953316689,0.103924751
cifar10,lookAhead,8,"{'optimizer': 'adam', 'slow_step_size': 0.8192250289027831}",39.19999897,0.930000007,0.902444422,0.666666687,0.835021615,0.399484277,4.861681938,0.126004219
cifar10,lookAhead,9,"{'optimizer': 'adam', 'slow_step_size': 0.7745942198739539}",38.60000074,0.920000017,0.89644444,0.603305757,0.831409693,0.386412323,5.145574331,0.125576258
cifar10,lookAhead,10,"{'optimizer': 'adam', 'slow_step_size': 0.8050668694153034}",36.39999926,0.930000007,0.898222208,0.647619069,0.830520034,0.381376386,7.029572964,0.125585556
cifar10,lookAhead_improved,1,"{'sync_period': 1, 'slow_step_size': 0.7915975754189803}",37.00000048,0.913999975,0.871999979,0.615384638,0.817251205,0.361757666,5.797670603,0.116606712
cifar10,lookAhead_improved,2,"{'sync_period': 4, 'slow_step_size': 0.7672094705780843}",38.80000114,0.90200001,0.887111127,0.686274529,0.808660626,0.367062956,7.389249802,0.120473146
cifar10,lookAhead_improved,3,"{'sync_period': 8, 'slow_step_size': 0.6884287307143315}",40.40000141,0.917999983,0.887111127,0.78125,0.821406424,0.3753663,6.182221174,0.129190207
cifar10,lookAhead_improved,4,"{'sync_period': 2, 'slow_step_size': 0.8950778378083308}",37.20000088,0.930000007,0.882000029,0.643678188,0.814120412,0.373421907,5.33125639,0.129256248
cifar10,lookAhead_improved,5,"{'sync_period': 10, 'slow_step_size': 0.8896532041020333}",36.00000143,0.913999975,0.879111111,0.655737698,0.81797713,0.367307901,5.986544609,0.124824762
cifar10,lookAhead_improved,6,"{'sync_period': 10, 'slow_step_size': 0.6805727550466786}",40.0000006,0.941999972,0.909111083,0.694915235,0.835822821,0.398991615,7.338647366,0.122825384
cifar10,lookAhead_improved,7,"{'sync_period': 9, 'slow_step_size': 0.884244915975}",37.99999952,0.913999975,0.878222227,0.615384638,0.813464642,0.359349668,7.957991362,0.125574827
cifar10,lookAhead_improved,8,"{'sync_period': 6, 'slow_step_size': 0.7979178053276327}",35.80000103,0.920000017,0.891333342,0.692307711,0.817933738,0.362135559,5.408309698,0.111296415
cifar10,lookAhead_improved,9,"{'sync_period': 4, 'slow_step_size': 0.8973456098655362}",37.99999952,0.925999999,0.885555565,0.724137902,0.826292276,0.379341245,7.377136946,0.122946978
cifar10,lookAhead_improved,10,"{'sync_period': 9, 'slow_step_size': 0.7499993155935125}",36.19999886,0.912,0.881111085,0.680851042,0.817150891,0.359972507,7.30329895,0.109256268
cifar10,baseline_model,1,"{'lr': 0.003017470442560896, 'epsilon': 8.349092678402561e-07}",42.80000031,0.907999992,0.905111134,0.510121465,0.829189181,0.402908295,4.685538054,0.112855196
cifar10,baseline_model,2,"{'lr': 0.0033415769407760297, 'epsilon': 3.230893276493758e-07}",34.9999994,0.846000016,0.867333353,0.4296875,0.772348046,0.313469827,4.677880287,0.128003597
cifar10,baseline_model,3,"{'lr': 0.0023968080614392363, 'epsilon': 1.3643035419746675e-06}",42.80000031,0.938000023,0.898000002,0.57062149,0.84359467,0.411316305,7.002050877,0.133976698
cifar10,baseline_model,4,"{'lr': 0.0032903989719167896, 'epsilon': 2.2339139502599043e-07}",31.60000145,0.856000006,0.84911114,0.414728671,0.774463356,0.316012442,4.386798859,0.11059165
cifar10,baseline_model,5,"{'lr': 0.003195140859562527, 'epsilon': 2.944788908780855e-06}",40.99999964,0.930000007,0.914666653,0.571428597,0.846933961,0.426321536,6.998469114,0.122242212
cifar10,baseline_model,6,"{'lr': 0.00244292222379957, 'epsilon': 6.288083383011512e-07}",38.80000114,0.921999991,0.897111118,0.504761934,0.827769578,0.376537353,7.174407959,0.122334242
cifar10,baseline_model,7,"{'lr': 0.002828307729481374, 'epsilon': 1.759577664731868e-05}",39.39999938,0.927999973,0.896888912,0.537931025,0.828585804,0.384532213,6.433576345,0.123791695
cifar10,baseline_model,8,"{'lr': 0.001748124894128784, 'epsilon': 1.7490211446197397e-07}",37.59999871,0.884000003,0.877111137,0.473933637,0.808387339,0.347487241,4.38085556,0.130575895
cifar10,baseline_model,9,"{'lr': 0.002447839150699474, 'epsilon': 7.441250167200529e-07}",40.79999924,0.94599998,0.909333348,0.545000017,0.84373492,0.397475362,4.267431021,0.108118773
cifar10,baseline_model,10,"{'lr': 0.0031464237449618003, 'epsilon': 4.4293576291537633e-07}",36.59999967,0.898000002,0.893777788,0.429133862,0.817393363,0.349135011,4.305632353,0.127504826
smallnorb,lookAhead,1,"{'optimizer': 'adam', 'slow_step_size': 0.887514036098089}",58.39999914,0.99000001,0.940999985,0.730103791,0.898898542,0.69178766,6.96587801,0.238006353
smallnorb,lookAhead,2,"{'optimizer': 'adam', 'slow_step_size': 0.77302669497709}",68.99999976,0.995999992,0.96450001,0.797047973,0.92246455,0.757359266,4.514393568,0.127367496
smallnorb,lookAhead,3,"{'optimizer': 'adam', 'slow_step_size': 0.5896086120649326}",57.99999833,0.994000018,0.933000028,0.775609732,0.888770461,0.673333108,4.67599225,0.098069668
smallnorb,lookAhead,4,"{'optimizer': 'adam', 'slow_step_size': 0.860107024783142}",66.79999828,1,0.953000009,0.792828679,0.920265138,0.7411623,4.860284567,0.132771015
smallnorb,lookAhead,5,"{'optimizer': 'adam', 'slow_step_size': 0.8768320278730195}",63.20000291,0.970000029,0.959999979,0.793478251,0.890309989,0.708175182,7.454606295,0.124188423
smallnorb,lookAhead,6,"{'optimizer': 'adam', 'slow_step_size': 0.672824374323303}",57.59999752,0.987999976,0.930000007,0.711934149,0.88579303,0.657559454,7.087826014,0.545051575
smallnorb,lookAhead,7,"{'optimizer': 'adam', 'slow_step_size': 0.792032951479275}",62.59999871,0.994000018,0.944500029,0.73550725,0.90160352,0.693902135,7.044931412,0.122403622
smallnorb,lookAhead,8,"{'optimizer': 'adam', 'slow_step_size': 0.6941402210297465}",60.19999981,0.995999992,0.933499992,0.773398995,0.894350469,0.683441162,6.961035967,0.122868776
smallnorb,lookAhead,9,"{'optimizer': 'adam', 'slow_step_size': 0.7274430270356366}",63.80000114,0.994000018,0.961000025,0.829166651,0.9079445,0.725731075,5.003084183,0.127549171
smallnorb,lookAhead,10,"{'optimizer': 'adam', 'slow_step_size': 0.4116983691443761}",60.00000238,0.984000027,0.938000023,0.837837815,0.882557034,0.647042334,7.057703972,0.122723818
smallnorb,lookAhead_improved,1,"{'sync_period': 6, 'slow_step_size': 0.791266730824243}",58.39999914,0.948000014,0.939499974,0.807486653,0.861806512,0.646250129,5.820249796,0.108001947
smallnorb,lookAhead_improved,2,"{'sync_period': 3, 'slow_step_size': 0.8310903547949857}",61.40000224,0.995999992,0.949000001,0.776119411,0.906530976,0.720719099,5.935343266,0.105172157
smallnorb,lookAhead_improved,3,"{'sync_period': 3, 'slow_step_size': 0.7576559080573513}",60.79999804,0.962000012,0.930999994,0.863354027,0.877790511,0.673949599,7.321210623,0.121754885
smallnorb,lookAhead_improved,4,"{'sync_period': 6, 'slow_step_size': 0.8721568967307993}",62.8000021,0.986000001,0.953999996,0.823204398,0.8956815,0.705852032,5.331865788,0.131554604
smallnorb,lookAhead_improved,5,"{'sync_period': 4, 'slow_step_size': 0.786798637118184}",58.60000253,0.995999992,0.933499992,0.767857134,0.897603452,0.693294048,7.335297108,0.121311188
smallnorb,lookAhead_improved,6,"{'sync_period': 7, 'slow_step_size': 0.7247535767573865}",61.19999886,0.991999984,0.939999998,0.834645689,0.899560034,0.685977161,7.370637178,0.123716354
smallnorb,lookAhead_improved,7,"{'sync_period': 3, 'slow_step_size': 0.8862443083240864}",61.79999709,0.987999976,0.948000014,0.811518312,0.895027995,0.694577813,5.824363947,0.125854015
smallnorb,lookAhead_improved,8,"{'sync_period': 7, 'slow_step_size': 0.8989670255804929}",61.79999709,0.95599997,0.941500008,0.817307711,0.872981489,0.676413119,5.872019053,0.102159262
smallnorb,lookAhead_improved,9,"{'sync_period': 5, 'slow_step_size': 0.6855864923092271}",58.99999738,0.94599998,0.949000001,0.791666687,0.867806971,0.650753856,7.80118227,0.095747232
smallnorb,lookAhead_improved,10,"{'sync_period': 4, 'slow_step_size': 0.41083593812346864}",53.39999795,0.953999996,0.903500021,0.840425551,0.850915432,0.604999065,6.017939329,0.128211975
smallnorb,baseline_model,1,"{'lr': 0.0031767725268056555, 'epsilon': 8.17015690349131e-06}",59.39999819,0.998000026,0.939499974,0.642352939,0.899856627,0.697764456,4.546883345,0.099595308
smallnorb,baseline_model,2,"{'lr': 0.0035147450397461475, 'epsilon': 1.2276730155057648e-07}",73.79999757,0.994000018,0.976499975,0.778280556,0.935455441,0.806267381,6.399297237,0.124345303
smallnorb,baseline_model,3,"{'lr': 0.004020783651722195, 'epsilon': 1.0510195786561474e-06}",63.20000291,0.991999984,0.952499986,0.677804291,0.902100086,0.718332052,6.368784189,0.094624996
smallnorb,baseline_model,4,"{'lr': 0.005741921605625289, 'epsilon': 0.00011003907596122445}",75.80000162,0.998000026,0.985499978,0.796728969,0.955898046,0.851118624,6.409725189,0.120295048
smallnorb,baseline_model,5,"{'lr': 0.0035463895525649617, 'epsilon': 6.474058219462115e-07}",52.60000229,0.981999993,0.90200001,0.613756597,0.869813442,0.650193214,4.127067566,0.104744434
smallnorb,baseline_model,6,"{'lr': 0.0025963480629716575, 'epsilon': 2.2537776096555035e-06}",63.40000033,0.987999976,0.952499986,0.722371995,0.906714022,0.734133601,5.00819993,0.11302352
smallnorb,baseline_model,7,"{'lr': 0.0012332642546033128, 'epsilon': 8.683044418992675e-07}",66.79999828,0.994000018,0.961000025,0.73878628,0.918136001,0.754006267,6.471415758,0.122613907
smallnorb,baseline_model,8,"{'lr': 0.0019502593445054606, 'epsilon': 2.66566782203322e-07}",64.60000277,0.99000001,0.955500007,0.739644945,0.909998894,0.735182762,6.446096659,0.122220516
smallnorb,baseline_model,9,"{'lr': 0.003519865568354413, 'epsilon': 4.1846068531058357e-05}",76.80000067,0.998000026,0.986999989,0.804597676,0.958148003,0.863593102,6.858741045,0.127583504
smallnorb,baseline_model,10,"{'lr': 0.0020897709050816085, 'epsilon': 8.737728124177464e-07}",62.1999979,0.987999976,0.953999996,0.680412352,0.913532495,0.730724275,6.401148796,0.098563433
svhn_cropped,lookAhead,1,"{'optimizer': 'adam', 'slow_step_size': 0.22843627335952324}",18.40000004,0.560000002,0.575777769,0,0.602806926,0.145966932,6.982597828,0.12382555
svhn_cropped,lookAhead,2,"{'optimizer': 'adam', 'slow_step_size': 0.7785961166840312}",31.99999928,0.762000024,0.795777798,0.826086938,0.717340231,0.307133198,7.494467974,0.100153446
svhn_cropped,lookAhead,3,"{'optimizer': 'adam', 'slow_step_size': 0.7825632071516702}",31.40000105,0.758000016,0.779555559,0.580645144,0.709318638,0.287460506,7.439219475,0.126780987
svhn_cropped,lookAhead,4,"{'optimizer': 'adam', 'slow_step_size': 0.7287198712397722}",23.19999933,0.656000018,0.674666643,0.875,0.64910531,0.229401574,4.804141283,0.127384424
svhn_cropped,lookAhead,5,"{'optimizer': 'adam', 'slow_step_size': 0.6565254835887744}",30.19999862,0.737999976,0.79066664,0.833333313,0.708701789,0.285789877,7.003053904,0.123966455
svhn_cropped,lookAhead,6,"{'optimizer': 'adam', 'slow_step_size': 0.7882836351112965}",37.59999871,0.772000015,0.838,0.837837815,0.736735523,0.364679128,7.508592367,0.124561548
svhn_cropped,lookAhead,7,"{'optimizer': 'adam', 'slow_step_size': 0.8890291460747923}",33.19999874,0.790000021,0.84244442,0.714285731,0.737986386,0.336003661,4.961817503,0.118730545
svhn_cropped,lookAhead,8,"{'optimizer': 'adam', 'slow_step_size': 0.7268105574669048}",37.40000129,0.762000024,0.852888882,0.666666687,0.729666531,0.331969142,5.055415869,0.107501507
svhn_cropped,lookAhead,9,"{'optimizer': 'SGD', 'slow_step_size': 0.33110593047913944}",18.40000004,0.458000004,0.484222233,0,0.566015303,0.126280472,4.709101677,0.112634182
svhn_cropped,lookAhead,10,"{'optimizer': 'adam', 'slow_step_size': 0.11580781380229334}",18.40000004,0.620000005,0.551555574,0,0.592571139,0.137146845,5.0016222,0.104668379
svhn_cropped,lookAhead_improved,1,"{'sync_period': 4, 'slow_step_size': 0.8345942277817595}",18.40000004,0.649999976,0.668888867,0,0.622895062,0.164706826,5.56297493,0.108160257
svhn_cropped,lookAhead_improved,2,"{'sync_period': 1, 'slow_step_size': 0.74481453504616}",18.40000004,0.634000003,0.633111119,1,0.623910427,0.184603602,6.087904692,0.113150835
svhn_cropped,lookAhead_improved,3,"{'sync_period': 2, 'slow_step_size': 0.3568800994749086}",18.40000004,0.589999974,0.628000021,0,0.606366634,0.154622704,7.294001818,0.110106468
svhn_cropped,lookAhead_improved,4,"{'sync_period': 1, 'slow_step_size': 0.6035016852379396}",18.40000004,0.621999979,0.619777799,0,0.620476663,0.16725485,7.305550337,0.103287697
svhn_cropped,lookAhead_improved,5,"{'sync_period': 10, 'slow_step_size': 0.7476209691134411}",24.19999987,0.681999981,0.725555539,0,0.643719494,0.22413297,5.987370968,0.107511044
svhn_cropped,lookAhead_improved,6,"{'sync_period': 4, 'slow_step_size': 0.7914182256600525}",18.79999936,0.671999991,0.696222246,1,0.645201564,0.192878395,5.957905769,0.101383209
svhn_cropped,lookAhead_improved,7,"{'sync_period': 1, 'slow_step_size': 0.3813607298235548}",21.99999988,0.656000018,0.696222246,1,0.63629669,0.203439251,5.485794783,0.108697653
svhn_cropped,lookAhead_improved,8,"{'sync_period': 4, 'slow_step_size': 0.7655196920911861}",20.39999962,0.639999986,0.645111084,0,0.630105078,0.188166887,7.335274458,0.120328188
svhn_cropped,lookAhead_improved,9,"{'sync_period': 9, 'slow_step_size': 0.8278005448719331}",30.59999943,0.74000001,0.776222229,1,0.704271078,0.315229207,6.02436018,0.12270093
svhn_cropped,lookAhead_improved,10,"{'sync_period': 9, 'slow_step_size': 0.17873900425306458}",18.40000004,0.620000005,0.621555567,0,0.606897712,0.147740886,7.334308863,0.122021198
svhn_cropped,baseline_model,1,"{'lr': 0.0012108622381947127, 'epsilon': 1.7647034268494932e-07}",19.79999989,0.670000017,0.684666693,1,0.644487321,0.210033193,4.193179369,0.117788076
svhn_cropped,baseline_model,2,"{'lr': 3.7172078223423326e-05, 'epsilon': 2.9842390415757683e-06}",18.40000004,0.620000005,0.620000005,0,0.587648451,0.132684082,4.541736126,0.127131701
svhn_cropped,baseline_model,3,"{'lr': 0.0006885150191508566, 'epsilon': 0.00030199406534159334}",18.40000004,0.558000028,0.584666669,0,0.586575329,0.137578249,4.648463249,0.108480692
svhn_cropped,baseline_model,4,"{'lr': 0.0030101558856386787, 'epsilon': 4.932679128716984e-07}",30.79999983,0.731999993,0.757333338,0.585714281,0.70149225,0.272326142,6.420386314,0.101458788
svhn_cropped,baseline_model,5,"{'lr': 0.003473392716012876, 'epsilon': 2.0794674476555256e-07}",18.40000004,0.611999989,0.663333356,0.5,0.608181179,0.155272603,4.24255681,0.13763833
svhn_cropped,baseline_model,6,"{'lr': 0.0015764622902417456, 'epsilon': 1.195056688127354e-07}",34.40000117,0.745999992,0.842888892,0.822222233,0.726731479,0.34865573,6.404925823,0.123313904
svhn_cropped,baseline_model,7,"{'lr': 0.0036949560620837744, 'epsilon': 7.47686187896711e-05}",35.60000062,0.824000001,0.858444452,0.640776694,0.763452828,0.340034276,6.431898117,0.101656675
svhn_cropped,baseline_model,8,"{'lr': 0.0014208055220341993, 'epsilon': 4.077690018140037e-06}",28.99999917,0.717999995,0.721555531,0.703703701,0.678132296,0.28568089,6.876914024,0.106032848
svhn_cropped,baseline_model,9,"{'lr': 0.004513105585010471, 'epsilon': 1.1017520558009192e-06}",26.80000067,0.75,0.777111113,0.414772719,0.706466138,0.270111829,4.24003315,0.108018637
svhn_cropped,baseline_model,10,"{'lr': 0.0187555623709527, 'epsilon': 2.8310031760138534e-06}",18.40000004,0.611999989,0.614888906,0,0.590666652,0.137083098,6.39322257,0.137180328
mnist_corrupted,lookAhead,1,"{'optimizer': 'adam', 'slow_step_size': 0.8934107614879143}",91.39999747,0.991999984,0.999333322,0.928571403,0.992100835,0.96522367,7.087605953,0.108296156
mnist_corrupted,lookAhead,2,"{'optimizer': 'adam', 'slow_step_size': 0.8776327335776855}",93.59999895,0.99000001,0.999777794,0.945233285,0.992548048,0.97417587,7.023111582,0.125946283
mnist_corrupted,lookAhead,3,"{'optimizer': 'adam', 'slow_step_size': 0.8662064817726138}",93.99999976,0.991999984,0.999555528,0.94534415,0.993540049,0.975149751,4.750572443,0.124450684
mnist_corrupted,lookAhead,4,"{'optimizer': 'adam', 'slow_step_size': 0.8836538990439644}",91.60000086,0.987999976,1,0.92479676,0.991325736,0.973463297,7.532681227,0.098616362
mnist_corrupted,lookAhead,5,"{'optimizer': 'adam', 'slow_step_size': 0.7260448250420389}",92.79999733,0.987999976,1,0.933062851,0.990895271,0.971205175,7.496297359,0.098573685
mnist_corrupted,lookAhead,6,"{'optimizer': 'adam', 'slow_step_size': 0.8947868845931708}",92.79999733,0.981999993,0.999555528,0.935222685,0.98739326,0.964766145,4.991340399,0.128820181
mnist_corrupted,lookAhead,7,"{'optimizer': 'adam', 'slow_step_size': 0.8617008872857984}",93.99999976,0.99000001,0.999555528,0.953061223,0.992987275,0.975320816,5.181800127,0.136865854
mnist_corrupted,lookAhead,8,"{'optimizer': 'adam', 'slow_step_size': 0.8867393329195644}",93.59999895,0.998000026,0.999777794,0.946721315,0.996345997,0.976904809,7.016834974,0.100552559
mnist_corrupted,lookAhead,9,"{'optimizer': 'adam', 'slow_step_size': 0.8814160971295604}",92.79999733,0.987999976,0.999555528,0.939024389,0.991580129,0.971315801,7.08376193,0.129680872
mnist_corrupted,lookAhead,10,"{'optimizer': 'adam', 'slow_step_size': 0.5737912013801937}",93.00000072,0.991999984,1,0.942973495,0.993268013,0.975080371,7.026446342,0.131256819
mnist_corrupted,lookAhead_improved,1,"{'sync_period': 4, 'slow_step_size': 0.8915692264370364}",93.59999895,0.994000018,0.999555528,0.950819671,0.994093239,0.974414587,5.618080139,0.133669376
mnist_corrupted,lookAhead_improved,2,"{'sync_period': 7, 'slow_step_size': 0.789895810793767}",93.40000153,0.991999984,0.999777794,0.950718701,0.992925584,0.974746168,8.010948658,0.122323275
mnist_corrupted,lookAhead_improved,3,"{'sync_period': 2, 'slow_step_size': 0.8453870669781571}",93.59999895,0.99000001,0.999777794,0.943319857,0.992373288,0.975472093,7.359601021,0.126126766
mnist_corrupted,lookAhead_improved,4,"{'sync_period': 1, 'slow_step_size': 0.8975783927611107}",92.40000248,0.994000018,0.999555528,0.936863542,0.994030416,0.97535795,5.506019592,0.129456282
mnist_corrupted,lookAhead_improved,5,"{'sync_period': 3, 'slow_step_size': 0.8999638317636852}",93.00000072,0.991999984,0.999777794,0.937373757,0.993290424,0.975829363,7.903601646,0.094934225
mnist_corrupted,lookAhead_improved,6,"{'sync_period': 5, 'slow_step_size': 0.7710816474245206}",93.59999895,0.994000018,0.999777794,0.939393938,0.994022727,0.975161791,7.826386929,0.124302387
mnist_corrupted,lookAhead_improved,7,"{'sync_period': 7, 'slow_step_size': 0.8755225320633664}",91.79999828,0.984000027,0.999555528,0.93621397,0.988246679,0.965750515,5.974309921,0.099559069
mnist_corrupted,lookAhead_improved,8,"{'sync_period': 3, 'slow_step_size': 0.8876218483069936}",90.60000181,0.994000018,0.999777794,0.923553705,0.993230641,0.969643593,7.31430459,0.127206564
mnist_corrupted,lookAhead_improved,9,"{'sync_period': 4, 'slow_step_size': 0.8414028111875809}",93.40000153,0.991999984,0.999777794,0.950920224,0.993503869,0.977520049,5.522404909,0.144437551
mnist_corrupted,lookAhead_improved,10,"{'sync_period': 3, 'slow_step_size': 0.7917284994018272}",93.40000153,0.991999984,0.999333322,0.948875248,0.993212104,0.970869303,5.947868109,0.106709003
mnist_corrupted,baseline_model,1,"{'lr': 0.009830794590203227, 'epsilon': 3.3371680655245446e-05}",94.99999881,0.987999976,0.999111116,0.955734432,0.993008494,0.978711843,4.055976868,0.13852787
mnist_corrupted,baseline_model,2,"{'lr': 0.00611079025992844, 'epsilon': 4.5867587156179564e-07}",95.59999704,0.984000027,0.99888891,0.959839344,0.990886807,0.973724127,4.184641361,0.127262354
mnist_corrupted,baseline_model,3,"{'lr': 0.006725923979951309, 'epsilon': 1.152177815318993e-05}",94.40000057,0.981999993,0.998666644,0.944000006,0.989663482,0.969328642,4.735488892,0.13132
mnist_corrupted,baseline_model,4,"{'lr': 0.01113001774942107, 'epsilon': 3.5192740086554816e-06}",94.40000057,0.981999993,0.998666644,0.945891798,0.989556193,0.968482196,6.487829447,0.123118401
mnist_corrupted,baseline_model,5,"{'lr': 0.011869522785559356, 'epsilon': 1.9738606495447085e-05}",93.80000234,0.958000004,0.997333348,0.938000023,0.976816416,0.939099908,4.19544673,0.12426281
