Dataset Name,Algorithm Name,Cross Validation [1-10],Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
cmaterdb/devanagari,baseline_model,6,"{'lr': 0.0057926158602208825, 'epsilon': 1.0404251141316434e-06}",92.19999909,0.967999995,0.99777776,0.925553322,0.981319308,0.945063114,12.04595757,0.127833366
cmaterdb/devanagari,baseline_model,7,"{'lr': 0.005336252682119344, 'epsilon': 2.0931769440849556e-07}",92.79999733,0.973999977,0.999111116,0.931726933,0.985201597,0.963173509,11.53241873,0.104392767
cmaterdb/devanagari,baseline_model,8,"{'lr': 0.0059382498464855245, 'epsilon': 2.238372187158421e-06}",93.19999814,0.967999995,0.998000026,0.933867753,0.981596649,0.948357463,11.6132834,0.114576101
cmaterdb/devanagari,baseline_model,9,"{'lr': 0.006852236105158014, 'epsilon': 1.1313563662709782e-07}",92.00000167,0.967999995,0.999111116,0.921686769,0.981956661,0.957459807,7.171186686,0.108337402
cmaterdb/devanagari,baseline_model,10,"{'lr': 0.009169146741433558, 'epsilon': 0.00011637310638932285}",94.40000057,0.973999977,0.99888891,0.944000006,0.98568964,0.965731621,6.573582888,0.106355429
cmaterdb/telugu,lookAhead,1,"{'optimizer': 'adam', 'slow_step_size': 0.8882198728896668}",97.79999852,0.995999992,0.999777794,0.977955937,0.997390091,0.99089694,8.577786446,0.12959981
cmaterdb/telugu,lookAhead,2,"{'optimizer': 'adam', 'slow_step_size': 0.48053023950308704}",96.39999866,1,1,0.967871487,0.999370813,0.994937301,9.407925129,0.1445117
cmaterdb/telugu,lookAhead,3,"{'optimizer': 'adam', 'slow_step_size': 0.8988344763481466}",95.59999704,1,1,0.959839344,0.999191105,0.993250012,13.19792819,0.13897419
cmaterdb/telugu,lookAhead,4,"{'optimizer': 'adam', 'slow_step_size': 0.8002672843503194}",97.00000286,1,1,0.971943915,0.999388576,0.994821012,10.90451908,0.144112587
cmaterdb/telugu,lookAhead,5,"{'optimizer': 'adam', 'slow_step_size': 0.8797836502339912}",97.00000286,0.995999992,0.999777794,0.970000029,0.997323096,0.990261555,13.19572353,0.137997389
cmaterdb/telugu,lookAhead,6,"{'optimizer': 'adam', 'slow_step_size': 0.8766793497461147}",95.20000219,0.998000026,1,0.955823302,0.998167157,0.991875947,10.55100012,0.186405182
cmaterdb/telugu,lookAhead,7,"{'optimizer': 'adam', 'slow_step_size': 0.876583295366793}",96.60000205,0.998000026,0.999777794,0.971830964,0.998406351,0.992157638,10.44991112,0.254835367
cmaterdb/telugu,lookAhead,8,"{'optimizer': 'adam', 'slow_step_size': 0.8168811602118833}",96.60000205,1,1,0.967741907,0.999338508,0.994630456,10.43751836,0.253869295
cmaterdb/telugu,lookAhead,9,"{'optimizer': 'adam', 'slow_step_size': 0.8554359196708013}",96.39999866,0.995999992,0.999777794,0.965863466,0.997300446,0.990089655,12.58666515,0.138574362
cmaterdb/telugu,lookAhead,10,"{'optimizer': 'adam', 'slow_step_size': 0.7255325946075951}",95.99999785,0.998000026,1,0.967676759,0.998380721,0.993600488,13.12252927,0.128140688
cmaterdb/telugu,lookAhead_improved,1,"{'sync_period': 1, 'slow_step_size': 0.7146543675919108}",95.59999704,1,1,0.961693525,0.998722434,0.989768326,11.79128504,0.265571356
cmaterdb/telugu,lookAhead_improved,2,"{'sync_period': 2, 'slow_step_size': 0.8749292938983554}",95.20000219,0.998000026,0.999777794,0.957746506,0.997750461,0.988642573,11.88719988,0.27345562
cmaterdb/telugu,lookAhead_improved,3,"{'sync_period': 2, 'slow_step_size': 0.7651085621952599}",94.80000138,0.998000026,1,0.949596763,0.997894883,0.989771605,12.96147418,0.123838186
cmaterdb/telugu,lookAhead_improved,4,"{'sync_period': 2, 'slow_step_size': 0.8984832201181506}",96.79999948,1,1,0.96981889,0.999239981,0.993550897,11.26653123,0.274032354
cmaterdb/telugu,lookAhead_improved,5,"{'sync_period': 3, 'slow_step_size': 0.6955607426983378}",93.59999895,0.998000026,1,0.947046816,0.997270703,0.984999776,13.02788711,0.139141083
cmaterdb/telugu,lookAhead_improved,6,"{'sync_period': 3, 'slow_step_size': 0.899496059557435}",95.99999785,1,1,0.965517223,0.999073565,0.992195547,12.91166711,0.145631313
cmaterdb/telugu,lookAhead_improved,7,"{'sync_period': 8, 'slow_step_size': 0.8052272853330334}",96.60000205,1,1,0.967545629,0.999164879,0.993367314,11.26056457,0.272979975
cmaterdb/telugu,lookAhead_improved,8,"{'sync_period': 3, 'slow_step_size': 0.8861738279739797}",95.80000043,1,1,0.963636339,0.999148369,0.993102551,11.22996712,0.278534889
cmaterdb/telugu,lookAhead_improved,9,"{'sync_period': 3, 'slow_step_size': 0.8858544061924045}",96.39999866,0.998000026,1,0.969635606,0.998054802,0.991060019,13.54791522,0.140826464
cmaterdb/telugu,lookAhead_improved,10,"{'sync_period': 4, 'slow_step_size': 0.6860204383874715}",95.59999704,0.998000026,1,0.961460471,0.997933209,0.990278721,11.25008202,0.272671223
cmaterdb/telugu,baseline_model,1,"{'lr': 0.0027733489845157243, 'epsilon': 6.929111594043817e-06}",97.39999771,0.995999992,0.999555528,0.973999977,0.997449756,0.990119219,5.515054941,0.128493071
cmaterdb/telugu,baseline_model,2,"{'lr': 0.008755287224487766, 'epsilon': 2.6730711590208293e-06}",95.39999962,0.991999984,0.999555528,0.953999996,0.995167792,0.985031307,6.095069885,0.104295015
cmaterdb/telugu,baseline_model,3,"{'lr': 0.01306989171783002, 'epsilon': 0.0002724394429730658}",96.39999866,0.99000001,0.999333322,0.965863466,0.994082928,0.981707692,6.407247305,0.130619764
cmaterdb/telugu,baseline_model,4,"{'lr': 0.00800971970062113, 'epsilon': 8.073675960690792e-07}",95.80000043,0.991999984,0.999111116,0.961770594,0.995041311,0.981473923,6.41514945,0.109945774
cmaterdb/telugu,baseline_model,5,"{'lr': 0.008699396401347155, 'epsilon': 1.0545802061670437e-07}",94.599998,0.994000018,0.999333322,0.94979918,0.995877087,0.982702792,7.14960885,0.107148886
cmaterdb/telugu,baseline_model,6,"{'lr': 0.0059537035203789945, 'epsilon': 1.8214724753409744e-05}",95.80000043,0.995999992,0.999555528,0.958000004,0.997280955,0.988645732,6.940220594,0.11359024
cmaterdb/telugu,baseline_model,7,"{'lr': 0.008001653997092803, 'epsilon': 1.4019354213493767e-06}",95.59999704,0.991999984,0.999333322,0.957831323,0.995030403,0.982732654,11.52384615,0.1025002
cmaterdb/telugu,baseline_model,8,"{'lr': 0.004582231876162988, 'epsilon': 0.00017390428321930105}",96.79999948,0.995999992,0.999777794,0.969939888,0.99755013,0.992177308,7.256507635,0.111801386
cmaterdb/telugu,baseline_model,9,"{'lr': 0.021791957534055214, 'epsilon': 0.0005099694629711777}",95.20000219,0.991999984,0.999333322,0.957746506,0.994796693,0.980742812,6.658470154,0.124535322
cmaterdb/telugu,baseline_model,10,"{'lr': 0.005773465555894523, 'epsilon': 1.7556168472670354e-07}",96.39999866,0.994000018,0.999555528,0.963999987,0.996266246,0.987197161,6.79054904,0.120815039
rock_paper_scissors,lookAhead,1,"{'optimizer': 'adam', 'slow_step_size': 0.6578920487881675}",83.33333135,0.997311831,0.991935492,0.835135162,0.961290598,0.93319428,12.49534512,0.129796982
rock_paper_scissors,lookAhead,2,"{'optimizer': 'adam', 'slow_step_size': 0.8922108931847651}",83.0645144,0.991935492,0.995967746,0.832432449,0.955408454,0.924415529,12.54174447,0.12549758
rock_paper_scissors,lookAhead,3,"{'optimizer': 'adam', 'slow_step_size': 0.8983742978720669}",86.55914068,0.986559153,0.993279576,0.872628748,0.96330148,0.940015376,10.80739927,0.153150082
rock_paper_scissors,lookAhead,4,"{'optimizer': 'adam', 'slow_step_size': 0.7372681698242236}",85.48387289,1,1,0.859078586,0.976491153,0.958225191,13.13197064,0.141853571
rock_paper_scissors,lookAhead,5,"{'optimizer': 'adam', 'slow_step_size': 0.7737707657061366}",84.67742205,1,1,0.848648667,0.96806711,0.942557395,12.57767105,0.139425755
rock_paper_scissors,lookAhead,6,"{'optimizer': 'adam', 'slow_step_size': 0.6880224399424165}",84.13978219,0.975806475,0.991935492,0.842818439,0.953864038,0.929884076,10.59400821,0.259292364
rock_paper_scissors,lookAhead,7,"{'optimizer': 'adam', 'slow_step_size': 0.878151711669755}",81.72042966,1,0.997311831,0.820652187,0.964979708,0.936607599,10.52891088,0.266680479
rock_paper_scissors,lookAhead,8,"{'optimizer': 'adam', 'slow_step_size': 0.7946794021752709}",81.45161271,0.991935492,0.986559153,0.81621623,0.95331651,0.914145231,12.64896488,0.141670227
rock_paper_scissors,lookAhead,9,"{'optimizer': 'adam', 'slow_step_size': 0.8818714604403473}",85.21505594,0.989247322,0.994623661,0.851752043,0.96486038,0.940785885,10.55466247,0.977083206
rock_paper_scissors,lookAhead,10,"{'optimizer': 'adam', 'slow_step_size': 0.4424204651633316}",84.94623899,1,0.998655915,0.856368542,0.97460866,0.953722,12.58631706,0.12563467
rock_paper_scissors,lookAhead_improved,1,"{'sync_period': 1, 'slow_step_size': 0.8855079015282837}",88.44085932,1,0.995967746,0.891304374,0.973580718,0.951879382,11.15124846,0.201124907
rock_paper_scissors,lookAhead_improved,2,"{'sync_period': 7, 'slow_step_size': 0.8831066579018706}",81.98924661,1,0.994623661,0.822102427,0.959924936,0.928376138,13.53734112,0.127285242
rock_paper_scissors,lookAhead_improved,3,"{'sync_period': 1, 'slow_step_size': 0.7016550741101505}",87.36559153,0.975806475,0.985215068,0.875675678,0.945000887,0.905247927,12.94426608,0.139019728
rock_paper_scissors,lookAhead_improved,4,"{'sync_period': 5, 'slow_step_size': 0.7200289751326916}",83.87096524,1,0.997311831,0.842541456,0.968363345,0.94530046,11.35506845,0.202978849
rock_paper_scissors,lookAhead_improved,5,"{'sync_period': 4, 'slow_step_size': 0.8970965658617732}",89.51612711,1,1,0.904109597,0.987878025,0.9775365,11.90037704,0.253993034
rock_paper_scissors,lookAhead_improved,6,"{'sync_period': 8, 'slow_step_size': 0.6402871787666206}",86.55914068,1,1,0.877777755,0.982208908,0.967271686,13.62502933,0.125499964
rock_paper_scissors,lookAhead_improved,7,"{'sync_period': 4, 'slow_step_size': 0.6105620656436689}",84.4086051,1,0.998655915,0.848238468,0.966605544,0.940478086,11.23507023,0.260340452
rock_paper_scissors,lookAhead_improved,8,"{'sync_period': 4, 'slow_step_size': 0.695037951681875}",84.67742205,0.956989229,0.978494644,0.857923508,0.924248815,0.86413908,12.9916544,0.13665843
rock_paper_scissors,lookAhead_improved,9,"{'sync_period': 7, 'slow_step_size': 0.8972102473950153}",87.90322542,1,1,0.892561972,0.982994735,0.968424976,11.82770967,0.255023479
rock_paper_scissors,lookAhead_improved,10,"{'sync_period': 4, 'slow_step_size': 0.8948438679703581}",90.86021781,0.997311831,0.991935492,0.927777767,0.976568818,0.95505923,11.17649531,0.256907701
rock_paper_scissors,baseline_model,1,"{'lr': 0.0048979787288171, 'epsilon': 0.0009869952605034596}",84.94623899,0.970430136,0.990591407,0.849056602,0.943983853,0.909930885,6.393105984,0.121953964
rock_paper_scissors,baseline_model,2,"{'lr': 0.004137064604907513, 'epsilon': 2.2858516629491137e-06}",80.91397882,0.994623661,0.997311831,0.81300813,0.965843141,0.942278922,6.424225807,0.125278234
rock_paper_scissors,baseline_model,3,"{'lr': 0.001939648522411347, 'epsilon': 1.0355747779458975e-07}",82.25806355,0.975806475,0.978494644,0.822102427,0.937864959,0.889535904,6.306921005,0.108606577
rock_paper_scissors,baseline_model,4,"{'lr': 0.0031970061937706767, 'epsilon': 4.359956887918614e-05}",84.4086051,0.935483873,0.975806475,0.84636116,0.92843473,0.867796302,12.01815081,0.125473738
rock_paper_scissors,baseline_model,5,"{'lr': 0.008539742321750433, 'epsilon': 0.00016498014452616055}",80.10752797,0.981182814,0.990591407,0.8075881,0.939256012,0.88856101,6.627084017,0.570015669
rock_paper_scissors,baseline_model,6,"{'lr': 0.005923460049990269, 'epsilon': 8.010547777862001e-06}",86.55914068,0.940860212,0.989247322,0.870270252,0.939722121,0.907100081,6.748958826,0.15954113
rock_paper_scissors,baseline_model,7,"{'lr': 0.0026213172408177557, 'epsilon': 3.152911017341527e-06}",79.83871102,0.943548381,0.983870983,0.797297299,0.926485419,0.872332871,11.53052592,0.124347925
rock_paper_scissors,baseline_model,8,"{'lr': 0.0023643605916930516, 'epsilon': 1.0067713226365207e-05}",88.17204237,1,1,0.888888896,0.97762388,0.959062874,11.57845259,0.121635199
rock_paper_scissors,baseline_model,9,"{'lr': 0.0024767194595873175, 'epsilon': 0.00035343142321815553}",81.72042966,1,1,0.818918943,0.971170783,0.94939208,11.5666244,0.102676153
rock_paper_scissors,baseline_model,10,"{'lr': 0.0041733599974481716, 'epsilon': 3.529556247327297e-05}",81.45161271,0.973118305,0.994623661,0.81621623,0.951511681,0.919874907,11.56113172,0.130043745
